1.jpg	- The certificate is from the Central Board of Film Certification of the Government of India.
- It certifies the film "DAJARO MASTANI" with a rating of "31 U" and a duration of 150 minutes.
- The certificate is valid for theatrical release only.
- The examining committee members are listed on the certificate.
- The applicant is Bhansali Productions, Mumbai, and the producer is Bhansali Productions India.
- The certificate is dated November 12, 2015.
- The certificate number is DIL/1/19582/2015-MUM.
- The producer's name is Bhanjali Productions India.
- The chairman's signature is visible at the bottom right corner.
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, a long nose ring, and a long neck chain with gold necklaces and multiple strands of beads
-ornate attire and jewelry, with gold earrings, a gold bindi, aimmimm Jonathan Jonathan Jonathan Jonathan Jonathan Jonathan Jonathanencimmimmimmimmimmimmimmimmimmimmimmcirimmimmimmimmimmimmimmimmimmimmimmimmimmimmimmimmimmimmimmimm switchesenc switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switches switchesswitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitchSwitch
4898.jpg	- A woman in traditional attire, possibly a saree, is standing in a dimly lit room.
- She wears a maroon short-sleeve blouse layered over a blue saree, with a gold necklace and bracelet on her left wrist, and a white band on her right wrist.
- Her long, black hair cascades down her back.
- She holds her right hand out in front of her, palm facing upward, as if offering something to someone out of frame.
- A person is visible with their left hand extended towards the woman's right hand.
- The background suggests stone walls or architecture.
- The scene evokes a sense of reverence, devotion, or a ritualistic exchange, possibly set within an ancient or religious context.
5044.jpg	1. A woman in a flowing white dress stands on the steps of an ornate, dimly lit building with tall columns and intricate designs.
2. The scene features red curtains visible in the background, with the primary light source coming from the interior of the building, casting dramatic shadows and highlighting the woman's silhouette.
3. The woman is standing beneath a majestic dark-hued building with pillars, set against the backdrop of a balcony adorned with ornate details and a candelabra.
5191.jpg	- A man and a woman are embracing each other in a dimly lit, candlelit room.
- The man is bald and wearing a white garment, while the woman wears a white lace-trimmed garment.
- The scene is warm and intimate, with a soft glow from the candles casting a serene atmosphere.
- The man and woman are likely in a traditional Indian setting, possibly during a celebration.
- The woman has her back to the camera, with her long, dark hair visible.
5389.jpg	- A man wearing a traditional turban and ornate attire is standing in a crowd, facing another person.
- The background is filled with people dressed in colorful traditional clothing, suggesting a cultural or ceremonial event.
- The setting appears to be indoors with ornate architectural details visible.
- The man in the foreground is wearing a white shirt with a collar and a gold chain or other object around his neck.
- People are standing around in what appears to be a grand structure, suggesting a celebration or gathering.
5629.jpg	- The woman is wearing a veil.
- The woman is dressed in traditional Indian attire.
- The woman is adorned with intricate jewelry.
- The woman is gazing at someone.
- The background is softly blurred with small light spots, creating a festive or ceremonial ambiance.
- The woman's expression is serious and focused.
- The woman is dressed in a white saree and gold jewelry.
- The woman is looking at a man in a red shirt.
- The woman is adorned with multiple necklaces and a nose ring.
- The woman's dark hair is pulled back, accentuating her features.
- The background appears to be a richly decorated setting, suggesting a wedding celebration or a formal event.
5869.jpg	- A man in white attire, adorned with gold jewelry, is raising a glass in a celebratory gesture.
- The scene takes place in a grand, opulent room with intricate wooden paneling.
- The atmosphere suggests a formal or ceremonial event, possibly a feast or a royal gathering.
- The man in white is surrounded by other similarly dressed individuals, some seated and others standing.
- The setting conveys a sense of luxury and high social status.
6121.jpg	+ A woman in a white dress and bonnet stands with her back to the camera, facing a group of soldiers in white uniforms and helmets, who spears. The scene is set in a town with old-style buildings, and a horse-drawn carriage is visible to the right. The sky is overcast, suggesting a somber or tense atmosphere.
+ A woman in a white dress and bonnet stands with her back to the camera, facing a group of soldiers in white uniforms and helmets, who spears. The scene is set in a town with old-style buildings, and a horse-drawn carriage is visible to the right. The sky is overcast, suggesting a somber or tense atmosphere.
615.jpg	/summary: A dramatic medieval battle scene featuring armored knights on horseback engaged in combat, with swords and shields visible. The background has a cloudy, dramatic sky, and the foreground shows a knight in full armor, his shield raised defensively. The overall color palette is dominated by earthy tones, enhancing the historical and epic feel of the scene. The soldiers are dressed in chain mail and helmets, positioned in the foreground, with some in the center and others on horseback. A soldier is suspended in mid-air, having fallen off their horse, while another soldier is mounted on the right. The background features a chaotic and cloudy sky with a sunbeam visible through the smoke.
6402.jpg	- A woman in traditional Indian attire, specifically a white saree and a red shawl, is walking down a dimly lit corridor.
- The corridor features green walls with floral designs and inscriptions in an unknown script, contributing to a somber atmosphere.
- The woman is flanked by two large pillars with decorative elements, suggesting a sense of royalty or nobility.
- The overall atmosphere is moody and mysterious, hinting at a significant event or ceremony.
6514.jpg	+ A group of people are dancing with swords.
+ A group of people are dancing in front of a building. They are wearing traditional Indian clothing and are holding torches. The building has arches and a chandelier.
+ A group of individuals dressed in traditional attire are engaged in a sword fight in an ornate, dimly lit courtyard. The setting features intricate architectural details, including arches and decorative patterns, illuminated by numerous candles and torches. The atmosphere is dramatic and intense, suggesting a historical or cultural event.
+ In this dynamic scene from an Indian period drama, a group of figures dressed in 19th-century attire are engaged in a choreographed sword fight, their movements fluid and precise. Set against the backdrop of a grand palace, the scene exudes a sense of historical and cultural significance, with ornate archways, intricately designed windows, and candelabras adding to the atmosphere of a lavish celebration. The warm, golden hue of the lighting illuminates the figures as they move through the courtyard, creating a sense of energy and tension.
6693.jpg	- A woman in a white headscarf is standing in the rain, holding a wooden stick.
- The woman is dressed in white, with a headscarf covering her hair and the top of her face.
- The background is dark and blurred, suggesting an outdoor setting.
- The woman's expression is serious and focused, with her gaze directed forward.
- The scene implies a setting of historical or traditional importance, possibly a ceremony or ritual.
6900.jpg	- A woman in traditional Indian attire, specifically a red and gold sari, is holding a tray of food.
- The setting features a large, ornate structure with multiple candle holders, suggesting an indoor location like a temple or historical building.
- The scene is dimly lit with candles, indicating a formal event or ritual.
- The woman is standing in front of a pillar with four small lights, and there are other people in the background, including a man in a red and gold outfit.
- The background features intricate architectural details, contributing to the rich, ornate atmosphere.
7168.jpg	1. A woman in a vibrant, ornate costume is dancing gracefully in the center of a circle of similarly dressed women in colorful saris. They are surrounded by a group of people who are also in motion, holding their arms straight up and slightly outward. The scene takes place in a large, opulent hall with high ceilings, columns, and a grand staircase in the background. The lighting is warm and soft, highlighting the intricate details of their costumes and the dancers' movements. The background features an ornate building with many arches and columns, and a group of women on an elevated platform in the middle background. The room has large, open windows behind them, and lights are held aloft as if the women are dancing.
7270.jpg	Two women are dancing in traditional Indian saris, adorned with gold jewelry and intricate patterns. They are performing in a crowded room, possibly an outdoor event or festival, with a lively and festive atmosphere. The women are dressed in colorful saris with gold embroidery, and their hair is styled in traditional upas. The background is filled with other dancers, and the room is illuminated with warm lighting, enhancing the vibrant ambiance. The scene captures the essence of Indian heritage and the joy of communal celebration.
7386.jpg	- A man in traditional white attire stands in an open pavilion with ornate columns, holding an antique bow.
- The background features a serene sunset with hues of orange and pink blending into the sky, creating a tranquil and majestic atmosphere.
- The man appears to be holding an ornamental bow, and his eyes are obscured by a head covering that appears to be a turban.
- The scene includes a large body of water and a distant structure that appears to be a large building with towers.
7595.jpg	- A woman in a red saree and a man in a green shirt are standing in front of a red wall, smiling and looking at each other.
- The woman is dressed in traditional Indian attire, including a red saree with gold embroidery and jewelry, while the man is bald and wearing a dark shirt.
- The scene is set in a lavish palace, with the woman wearing a stunning red sari, an elaborate gold necklace, and an ornate bindi, while the man wears a green shirt and has a distinctive black streak running along the center of his shaved head.
- The background features ornate, dark-colored wooden panels, suggesting a historical or cultural setting.
761.jpg	- Two women are engaged in a serious conversation.
- The setting is ornate and dimly lit.
- The woman on the right is wearing a pink and purple saree with intricate patterns and gold jewelry.
- The woman on the left is wearing a maroon hijab.
- The background includes decorative elements like hanging lanterns and string lights.
- The atmosphere is warm and intimate.
7835.jpg	- A large courtyard with a crowd of people dressed in dark attire, standing in organized rows.
- The architecture features domed structures with red-tiled roofs.
- The background shows a mountainous under a cloudy, dark sky.
- The courtyard is filled with rows of people.
- The scene is set against a misty, rainy backdrop.
- The palace has red roofs with small domes.
- The courtyard has water pools within it.
- The distant mist-shrouded mountains and dark, cloudy sky set a dramatic and mysterious tone.
8011.jpg	- A man in full armor, including a chainmail coif and a helmet with a pointed crest, is seen in a dimly lit room.
- The knight is holding a flaming torch, casting a warm glow on the surroundings.
- The background features heavy drapes and a barred window, suggesting an interior setting, possibly a castle or fortress.
- The knight's posture and the torchlight create a dramatic and intense atmosphere.
- The man is wearing a black chainmail shirt with intricate gold detailing on the front, which also covers his neck and part of his face.
- The man wears a black helmet with a gold plume and his arms are outstretched.
- In front of him lies a lit sword, resting on a low table or altar.
- To the left, a golden dragon figurine can be seen next to the table.
- The background appears to be a building interior with walls and a black metal gate.
- The atmosphere appears tense or tense, as suggested by the lit sword and dark attire.
8142.jpg	-located in a desert-like setting, the characters are dressed in traditional Indian attire, including turbans and robes.
-a warrior in armor, wearing a helmet with a pointed visor, is engaged in combat in a dusty, sunlit environment with rugged, rocky terrain.
-a diverse group of people in traditional Indian attire, adorned in rich textures and patterns, are gathered in a space illuminated by warm sunlight, with a stunning landscape of rock formations and structures visible in the background.
8361.jpg	[Summary]
A woman with long hair is standing in the rain, appearing to be crying. She is wearing a black top and a black skirt, and her face and clothing are drenched. The background is dark, and raindrops are falling around her. The scene suggests an outdoor setting at night with dim lighting, emphasizing the rain and creating a somber mood. The woman appears to be in a state of distress.
8636.jpg	- A woman is standing alone in a serene, contemplative setting.
- The scene features a woman in traditional attire, possibly a robe, standing on a barren, rocky landscape at dusk.
- The woman is gazing thoughtfully into the distance, possibly at a distant temple or structure with a flag atop.
- The background includes a range of mountains and a body of water, creating a majestic and serene atmosphere.
- The sky is a mix of dark and light blue hues, with clouds scattered across it, suggesting an impending change.
- The woman's long dress flows behind her, and her hands are clasped in front of her, adding to the sense of contemplation and introspection.
- The setting is bathed in dim evening light, enhancing the mood of reflection and melancholy.
8804.jpg	- A man and a woman are standing on a boat, with the man wearing a white sleeveless shirt and a beard, and the woman wearing a white top with her hair tied up in a bun.
- A muscular man with a shaved head and beard is holding a bow, shirtless with a tattoo on his chest, and his arm covered in hair. Beside him, a woman with her hair styled in an up is wearing a light-colored garment, in a natural outdoor setting with greenery and a tent or canopy.
- A shirtless man with a shaved head, goatee, and extended ponytail stands before a woman, gesturing towards something off-screen. The woman to his right has dark chocolate-colored hair and an updo, wearing a white dress with a necklace and earrings, in a landscape with rolling hills and buildings.
8924.jpg	[Summary]
A muscular man stands waist-deep in water, holding a paddle, with water spraying from it. He is shirtless, wearing a necklace and bracelet, and has a serene, athletic build with short, dark hair and a beard. The background is a calm, muted blue, suggesting a serene or overwater setting, possibly a lake or river. The water surface is blueish grey, and the sky is overcast, creating a tranquil atmosphere. The man appears to be taking a break or cooling off.
9043.jpg	- A woman is standing in a dimly lit, ancient chamber with a gothic architectural style.
- The room is filled with hanging chains and stone structures, creating a foreboding atmosphere.
- The woman is dressed in tattered, dark clothing.
- She faces away from the viewer, looking out through an arched window.
- The window reveals a dramatic sunset or sunrise over a distant, rugged landscape.
- The sky is a mix of dark and light hues, adding to the scene's mysterious and somber mood.
- The room has an ornate archway leading to a lavish mirrored room in the background.
- The woman's long dress is a striking feature of the scene.
- The dark and cold stone of the room creates a sense of mystery and opulence.
- The overall atmosphere is one of quiet contemplation.
9269.jpg	/* The image displays a list of names and titles, likely credits, against a dark, textured background. The text is white and appears to be in a formal, serif font. The background has a slightly worn, rustic appearance with a reddish-brown hue, giving the text stands out clearly. The content seems to be organized in a structured format, possibly indicating roles such as director, producer, or cast members. The layout of the image suggests a credits screen or title card, with the names possibly representing cast and crew members or contributors to the production. */
998.jpg	+ A large group of people is gathered in the middle of a vast canyon, surrounded by steep, rocky cliffs. The scene is bathed in warm, golden light, suggesting either sunrise or sunset, and the people appear to be organized, possibly for a significant event or gathering. The canyon stretches across the landscape, creating a dramatic and enclosed space.
